,Location,Operator,Route,Type,Aboard,Fatalities,Ground,Year,Month,Day
,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,,Lockheed 1049E Super Constellation,23,23,0,1958,10,14
,"Villa Montes, Bolivia",TAM (Bolivia),Fortin Campero - Tarija,Douglas C-47A,20,20,0,1958,10,15
,"Near Kanash, Russia",Aeroflot,Peking - Moscow,Tupolev TU-104A,80,80,0,1958,10,17
,"Placentia Bay, Canada",Military - U.S. Navy,"Patuxent River, NAS - Argentia,NAS",Lockheed WV-2 Super Constellation,29,11,0,1958,10,18
,"Anzio, Italy",British European Airways,London - Napoli,Vickers Viscount 701C,31,31,0,1958,10,22
,"Nipe Bay, Cuba",Cubana de Aviacion,Miami - Varadero,Vickers Viscount 755D,20,17,0,1958,11,01
,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,Rome - Belgrade,Douglas C-47-DL,8,8,0,1958,11,03
,"La Paz, Bolivia",TAM (Bolivia),San Borja - La Paz,Douglas DC-3,3,3,0,1958,11,08
,North AtlantiOcean,ARTOP Aerotopografica LDA,Cabo Ruivo - Funchal,Martin Mariner,36,36,0,1958,11,09
,"Fort Collins, Colorado",Capitol Airways,,Curtiss C-46F,2,2,0,1958,11,16
,"Guadarrama Mountains, Spain",Aviaco,Vigo - Madrid,SNCASE Languedoc,21,21,0,1958,12,04
,"Winkton, England",BOAC,Test,Bristol 175 Britannia 312,12,9,0,1958,12,24
,"Salisbury, Zimbabwe",Union Aeromaritime de Transport,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,70,3,0,1958,12,26
,"Rio de Janeiro, Brazil",VASP,Rio de Janeiro - Sao Paulo,Saab Scandia,37,21,0,1958,12,30
,"Near Tippi, Ethiopia",Ethiopian Airlines,Tippi - Jimma,Douglas DC-3,18,5,1,1962,01,13
,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,Copan - Nuovo Octopeque,Douglas DC-3,5,5,0,1959,01,06
,"Mt. Holston, Tennessee",Southeast Airlines,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,10,10,0,1959,01,08
,"Rio de Janeiro, Brazil",Lufthansa,Hamburg - Rio de Janeiro,Lockheed 1049G Super Constellation,39,36,0,1959,01,11
,"Panther Peak, California",California Air Freight,"Burbank, CA - Seattle, WA",Curtiss C-46F,2,2,0,1959,01,14
,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,52,51,0,1959,01,16
,"Near Merida, Venezuela",Linea Expresa Bolivar,Merida - Lagunillas,Curtiss C-46D-15-CU,4,4,0,1959,01,21
,"Dabouk, Jordan",Air Jordan,Jerusalem - Dobouk,Convair CV-240-2,15,10,0,1959,01,22
,"Brindisi, Italy",Air Charter,,Avro 688,6,2,0,1959,01,27
,"Kerrville, Texas",General Airways,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,28,3,0,1959,02,01
,"Mason City, Iowa",Dwyer Flying Service - Private Charter,Mason City - Fargo,Beechcraft Bonanza 35,4,4,0,1959,02,03
,"La Guardia Airport, New York, NY",American Airlines,Chicago - New York City,Lockheed  188A Electra,73,65,0,1959,02,03
,"Gatwick, Surrey, England",Turkish Airlines (THY),Ankara - Istanbul -  London,Vickers Viscount 794D,24,14,0,1959,02,17
,"Belen, Chile",Southern Cross Airways,"Arica, Colombia - Puerto Suarez, Bolilvia",Curtiss C-46A,5,5,0,1959,02,18
,"Beirut, Lebanon",Ariana Afghan Airlines,Beirut - Tehran,Douglas DC-4,27,24,0,1959,11,21
,"Managua, Nicaragua",TACA,Las Mercedes - Tegucigalpa,Vickers Viscount 763,19,15,0,1959,03,05
,"Tobu, India",Indian Airlines,,Douglas C-47A,7,5,0,1959,03,12
,"Mahon, Spain",Aviaco,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,18,1,0,1959,03,13
,"Near Banga, Central African Republic",Union Aeromaritime de Transport,,Nord 2501 Noratlas,9,9,0,1959,03,29
,"Near Silchar, India",Indian Airlines,Dum Dum - Agartala-Singerbhil - Kumbhirgram,Douglas DC-3,24,24,0,1959,03,29
,"Alma, Georgia",Riddle Airlines,"Orlando, FL - Atlanta, GA",Curtiss C-46A,2,2,0,1959,03,30
,"Puerto Kino, Mexico",Tigres Voladores,Mexicale - Guaymas,Curtiss C-46F-1-CU,26,26,0,1959,04,17
,"Van, Turkey",Air Charter,"Ankara, Turkey - Bahrain",Avro 688 Super Trader,12,12,0,1959,04,23
,"Valdemeca, Spain",Iberia Airlines,Barcelona - Madrid,Douglas DC-3,28,28,0,1959,04,29
,"Mallorca, Spain",Austria-Flugdienst,Palma de Mallorca - Wien,Douglas DC-3,5,5,0,1959,05,02
,"Charleston, West Virginia",Capital Airlines,Pittsburg - Charleston,Lockheed C-69 Constellation,44,2,0,1959,05,12
,"Chase, Maryland",Capital Airlines,New York City - Atlanta,Vickers Viscount 745D,31,31,0,1959,05,12
,"Near Toumavista, Peru",Transportes Aereos Peruanas,Lima - Pucallpa,Curtiss C-46A,12,12,0,1959,05,13
,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,Mar del Plata - Bahia Blanca,Douglas DC-3,10,10,0,1959,05,15
,"Moro, Peru",Lineas Aéreas Interpolar,Talara  - Arica,Curtiss C-46A-50-CU,8,8,0,1959,05,21
,Nicaragua,Aerolineas Nacionales,,Curtiss C-46,60,60,0,1959,06,01
,"Cerros Baco, Peru",AVIANCA,Bogota - Lima,Douglas DC-4,14,14,0,1959,06,23
,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,Milan - Paris,Lockheed 1649A Starliner,68,68,0,1959,06,26
,"Ishikawa City, Ryukyu Island, Okinawa",Military - U.S. Air Force,,North American F-100D-25NA,1,0,17,1959,06,30
,"Sagone, India",Kalinga Airlines,Mohanbari - Along,Douglas DC-3,6,6,0,1959,08,03
,"Karachi, Pakistan",Pakistan International Airlines,,Vickers 815 Viscount,3,2,0,1959,08,14
,"Calverton, New York",American Airlines,Training,Boeing 707-123,5,5,0,1959,08,15
,"Near Barcelona, Spain",Transair,Barcelona - London,Douglas DC-3,32,32,0,1959,08,19
,"Near Asuncion, Paraguay",Aerolineas Argentinas,,de Havilland DH-106 Comet 4,50,2,0,1959,08,27
,"Abilene, Texas",Aaxico Airlines,"Abilene, TX - Forth Worth, TX",Curtiss C-46A,2,2,0,1959,09,02
,"Poza Rica, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,16,1,0,1959,09,08
,"Near Tegucigalpa, Honduras",Pan American World Airways,San Salvador - Miami,Douglas DC-4,3,3,0,1959,09,12
,"Sao Paulo, Brazil",VASP,Sao Paulo - Rio de Janeiro,Saab Scandia 90A-1,20,20,0,1959,09,23
,"Bordeaux, France",T.A. Intercontinentaux (France),Bordeaux - Bamako,Douglas DC-7C,65,53,0,1959,09,24
,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,Shemya - Cold Bay - Adak - Anchorage,Douglas C-54B,16,16,0,1959,09,24
,"Buffalo, Texas",Braniff Airlines,Houston - Dallas,Lockheed 188A Electra,34,34,0,1959,09,29
,"Santa Maria, California",PacifiAir Lines,Los Angeles - Oxnard - Santa Maria - Paso Robles,Douglas C-47A-DL,19,1,1,1959,10,26
,"Athens, Greece",OlympiAirways,Athens - Thessaloniki,Douglas DC-3,18,18,0,1959,10,29
,"Waynesborough, Virginia",Piedmont Airlines,"Washington DC - Charlottsville, VA",Douglas DC-3,27,26,0,1959,10,30
,"St. Cleophas, Quebec, Canada",Wheeler Airlines,Montreal - Hall Lake,Douglas C-54A,5,5,0,1959,11,04
,Gulf of Mexico,National Airlines,Tampa - New Orleans,Douglas DC-7B,42,42,0,1959,11,16
,"Lvov, Ukraine, USSR",Aeroflot,,Antonov AN-10,40,40,0,1959,11,16
,"Chicago, Illinois",Trans World Airlines,Chicago - Los Angeles,Lockheed L-1049H Super Constellation,3,3,8,1959,11,24
,"Willamsport, Pennsylvania",Allegheny Airlines,Harrisburg - Willamsport,Martin 202,26,25,0,1959,12,01
,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,San Andres Island - Cartagena,Curtiss C-46A,45,45,0,1959,12,08
,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Kabul - Tashkent,Ilyushin IL-18,29,29,0,1959,12,13
,"Ketchikan, Alaska",California Aircraft,Juneau - Annette Island,Consolidated PBY-5A Catalina,3,3,0,1959,12,17
,"Rome, Italy",Alitalia,Training,Vickers 785D Viscount,2,2,0,1959,12,21
,"Rid de Janeiro, Brazil",VASP,Rio de Janeiro - Sao Paulo,Vickers Viscount 827 / Fokker AT-6,33,33,10,1959,12,22
,"Palembang, Indonesia",Garuda Indonesia Airlines,,Douglas C-47A,2,1,0,1959,12,24
,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,,Douglas DC-3,11,11,0,1959,12,31
,"Taksing, India",Indian Airlines,,Douglas C-47A,9,9,0,1960,01,03
,"Wilmington/Bolivia, North Carolina",National Airlines,New York - Miami,Douglas DC-6B,34,34,0,1960,01,06
,Gulf of Sirte,Military - U.S. Army,Misurata - Benghazi,de Havilland Canada U-1A Otter,10,10,0,1960,01,10
,"Charles City, Virginia",Capital Airlines,Washington D.C. - Norfolk,Vickers Viscount 745D,50,50,0,1960,01,18
,"Ankara, Turkey",Scandinavian Airlines (SAS),Istanbul - Ankara,Sud Aviation Caravelle 1,42,42,0,1960,01,19
,"Near Semipalatinsk, USSR",Aeroflot,,Ilyushin IL-18B,61,61,0,1973,05,11
,"Montego Bay, Jamacia",AVIANCA,Miami - Montigo Bay,Lockheed 1049E Super Constellation,46,37,0,1960,01,21
,"Off Bathurst Island, Australia",Transportes Aéreos de Timor,Darwin - Baucau,de Havilland DH-114 Heron 2D,9,9,0,1960,01,26
,"Laguna de Huana-Costa , Boliva",Lloyd Aereo Boliviano,Laguna de Huana-Costa - La Paz,Douglas DC-4,59,59,0,1960,02,05
,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,Campos - Rio de Janeiro,Douglas DC-3 / USN R-6D-1,61,61,0,1960,02,26
,"Shannon, Ireland",Alitalia,Shannon - New York City,Douglas DC-7C,52,34,0,1960,02,26
,"Lvov, Ukraine, USSR",Aeroflot,,Antonov AN-10,32,32,0,1960,02,26
,"El Refugio, Colombia",Agencia Interamericana de Aviada,Aracacuara - Villavicencio,Consolidated PBY-5A Catalina,13,6,0,1960,03,15
,"Near Tokyo, Japan",All Nippon Airways,Tokyo - Nagoya,Douglas DC-3,33,3,0,1960,03,16
,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,Chicago - Miami,Lockheed 188C Electra,63,63,0,1960,03,17
,"Cordoba, Colombia",SAMSA,San Andres - Medellin,Curtiss C-46,46,25,0,1960,03,19
,"Siuna, Nicaragua",Lanica,Siuna - Bonanza,Curtiss C-46A-40-CU,18,2,0,1960,04,05
,"Pelotas, Brazil",Cruzeiro,,Douglas DC-3,22,10,0,1960,04,12
,"Taipei ,Taiwan",Military - Royal Thai Air Force,,Douglas DC-4,18,18,0,1960,04,14
,"Stephenville, Newfoundland",Military - U.S. Air Force,"Dover, Delaware - Mildenhall, England",Douglas C-124C Globemaster,9,9,0,1960,04,18
,"Bogota, Colombia",Lloyd Aereo Colombiano,Miami - Medellin - Bogota,Curtiss C-46,51,37,0,1960,04,19
,"Hickory, North Carolina",Piedmont Airlines / Private,"Cincinnati, OH - Hickory, NC",Fairchild F-27 / Cessna 310,44,4,0,1960,04,20
,"Bunia, Belgian Congo",Sobelair SA (Belgium),Cairo - Bunia,Douglas C-54B,35,35,0,1960,04,22
,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,Maiquetia - Calabozo,Douglas DC-3,13,13,0,1960,04,28
,"Jebel Marra, Sudan",Balair,Niamey - Khartoum,Douglas DC-4-1009,12,12,0,1960,05,15
,"Near Salto, Uruguay",Aerolineas Argentinas,Asuncion - Buenos Aires,Douglas DC-6,31,31,0,1960,09,07
,"El Sosneado, Argentina",Transamerican Air Transport,Buenos Aires - Santiago,Curtiss C-46,10,10,0,1960,05,18
,"Atlanta, Georgia",Delta Air Lines,Training,Convair CV-880,4,4,0,1960,05,23
,"Off  Mackay, Qld. Australia",Trans Australia Airlines,Rockhampton - MacKay,Fokker F-27 Friendship 100,29,29,0,1960,06,10
,"Mt. Gilbert, Alaska",PacifiNorthern Airlines,Cordova - Anchorage,Lockheed 749A-79-32 Constellation,14,14,0,1960,06,14
,"Rio de Janeiro, Brazil",REAL,Belo Horizonte - Rio de Janeiro,Convair CV-340-62,54,54,0,1960,06,24
,"Off Barnegat City, New Jersey",Military - U.S. Navy,,Goodyear ZPG-3W (airship),21,18,0,1960,07,06
,Persian Gulf,Gulf Aviation (Kalinga Airways),Doha - Sharjah,Douglas DC-3,16,16,0,1960,07,10
,"Near Quito, Ecuador",Military - U.S. Air Force,Bogota - Quito,Douglas C-47B-DK,18,18,0,1960,07,11
,"Off Manila, Philippines",Northwest Orient Airlines,Okinawa - Manila,Douglas DC-7C,58,1,0,1960,07,14
,"Near Jima, Ethiopia",Ethiopian Airlines,Bulchi - Jimma,Douglas DC-3,11,1,0,1960,07,15
,"Near Goma, Zaire",Military - Royal Belgian Air Force,,Fairchild C-119G,41,37,0,1960,07,19
,"Forest Park, Illinois",Chicago Helicopter Airways,,Sikorsky S-58C helicopter,13,13,0,1960,07,27
,"Near Rimini, Italy",Deutsche Flugdienst,Frankfort - Rimini,Convair CV-240-4,34,1,0,1960,07,31
,"Near Tipuani, Bolivia",TAM (Bolivia),La Paz - Tipuani,Douglas C-47,6,6,0,1960,08,01
,"Kiev, Ukraine, USSR",Aeroflot,Cairo - Moscow,Ilyushin IL-18,35,35,0,1960,08,17
,"Near El Kelaa, Morocco",Military - French Naval Aviation,,Avro Lancaster 1,20,20,0,1960,08,17
,"Off Heraklion, Greece",Don Everall Aviation,"Heraklion, Greece - Cairo, Egypt",Vickers 634 Viking 1B,3,3,0,1960,08,24
,"Off Dakar, Senegal",Air France,Paris - Dakar,Lockheed 1049G Super Constellation,63,63,0,1960,08,29
,"Agana, Guam, Mariana Islands",World Airways,Guam - Wake Island,Douglas DC-6AB,94,80,0,1960,09,19
,"Off Naha, Okinawa",Military - U.S. Marine Corps,"Atsugi, Japan - Subi Point, Philippines",Douglas R5D-3,29,29,0,1960,09,22
,"Moscow, Russia",Austrian Airlines,Warsaw - Moscow,Vickers Viscount 837,37,31,0,1960,09,26
,"Near Juchetipec, Mexico",Mexicana,Tapachula - Mexico City,Douglas DC-3 (C-53-DO),18,8,0,1960,09,28
,"Off Elba, Italy",United Arab Airlines,Geneva - Rome,Vickers Viscount 739B,21,21,0,1960,09,29
,"Boston, Massachusett",Eastern Air Lines,Boston - Philadelphia,Lockheed 188A Electra,72,62,0,1960,10,04
,"Elba, Italy",Itavia,Rome - Genoa,de Havilland DH-114 Heron 2,11,11,0,1960,10,14
,"Plain City, Utah",Capitol Airways,"Rapid City, South Dakota - Ogden, UT",Curtiss C-46F,2,2,0,1960,10,15
,"Ust-Orda, Russia",Aeroflot,,Tupolev Tu-104A,3,3,0,1960,10,21
,"Near Missoula, Montana",Northwest Orient Airlines,Spokane - Missoula,Douglas C-54A-DC,12,12,0,1960,10,28
,"Toledo, Ohio",ArctiPacific,"Toledo - Kansas City, MO",Curtiss C-46F-1-CU,48,22,0,1960,10,29
,"Bhairawa, Nepal",Royal Nepal Airlines,,Douglas C-47A,4,4,0,1960,11,05
,"Near Quito, Ecuador",AREA,Guayaquil - Quito,Fairchild F-27A,37,37,0,1960,11,07
,"Manila, Philippines",Philippine Air Lines,Iloilo - Manila,Douglas DC-3,33,33,0,1960,11,23
,"Cachimbo, Brazil",REAL,Cuiaba - Manaus,Curtiss C-46A-60-CK,15,15,0,1960,12,07
,"San Andres de Giles, Argentina",Military - Argentine Air Force,Buenos Aires - Lima,Avro 691 Lancastrian IV,31,31,0,1960,12,11
,"Llico, Chile",LAN,Temuco - Santiago,Douglas DC-3,24,24,0,1961,04,03
,"Stah, Algeria",Air France,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,78,78,0,1961,05,10
,"Near Tacoma, Washington",Military - U.S. Air Force,,Douglas C-124A-DL,22,22,0,1961,05,24
,"Staten Island / Brooklyn, New York",United Air Lines / Trans World Airlines,Chicago - New York City / Columbus - New York City,MD DC-8-11 / Lockheed  1049 S Const,128,128,6,1960,12,16
,"Munich, West Germany",Military - U.S. Air Force,"Munich - Northolt AB, England",Convair C-131D (CV-340-79),20,20,31,1960,12,17
,"Cebu City, Philippines",Philippine Air Lines,Cebu - Davao,Douglas DC-3,37,28,0,1960,12,22
,"Ruzyne, Czechoslovakia",Ceskoslovenske Aerolinie,,Avia 14,10,10,0,1961,01,02
,"Koivulahti, Finland",Finnair,Kokkola - Vaasa,Douglas DC-3,25,25,0,1961,01,03
,"New York, New York (Idlewild)",Aeronaves de Mexico,New York - Mexico City,McDonnell Douglas DC-8-21,106,4,0,1961,01,19
,Midway Island Naval Air Station,Military - U.S. Navy,,Lockheed WV-2 Super Constellation,22,6,3,1961,01,22
,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,Jakarta - Bandung,Douglas DC-3,21,21,0,1961,01,24
,"Off Argentia, Azores",Military - U.S. Air Force,"Azores - Argentia,Newfoundland",Douglas C-118A,23,23,0,1961,01,26
,"Off Montauk Point, New York",American Airlines,Training,Boeing 707-123,6,6,0,1961,01,28
,"Off Surabaya, Indonesia",Garuda Indonesia Airlines,Surabaya - Balikpapan,Douglas DC-3,26,26,0,1961,02,03
,"Near Brussels, Belgium",Sabena,New York City - Brussels,Boeing B-707-320,72,72,1,1961,02,15
,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,San Antonio-Maiquetia,Douglas DC-3,12,12,0,1961,03,09
,"Near Natal, Brazil",Military - Brazilian Air Force,Rio de Janerio - Belem,Douglas C-47DL,28,23,0,1961,03,25
,"Russelbach, East Germany",Ceskoslovenske Aerolinie,Prague - Zurich,Ilyushin IL-18,52,52,0,1961,03,28
,Singapore,Military - Royal Air Force,,Handley Page Hastings C-2,13,13,0,1961,05,29
,"Near Lisbon, Portugal",KLM Royal Dutch Airlines,"Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas",McDonnell Douglas DC-8-53,61,61,0,1961,05,30
,"Cairo, Egypt",KLM Royal Dutch Airlines,Rome - Cairo,Lockheed L-188C Electra,36,20,0,1961,06,12
,"Near Kano, Nigeria",Continentale Deutsche Luftreederei,Tripoli - Kano,Douglas C-54B-1-DC,7,1,0,1961,06,17
,"Buenos Aires, Argentina",Transcontinental,Salta - Cordoba - Buenos Aires,Curtiss C-46A,35,24,0,1961,06,30
,"Odessa, Ukraine, USSR",Aeroflot,,Tupolev TU-104B,85,1,0,1961,07,10
,"Denver, Colorado",United Air Lines,Omaha - Denver,McDonnell Douglas DC-8-12,122,17,1,1961,07,11
,"Casablanca, Morocco",Ceskoslovenske Aerolinie,Zurich - Rabat,Ilyushin IL-18B,72,72,0,1961,07,12
,"Near Azul, Argentina",Aerolineas Argentinas,Buenos Aires - Comodoro,Douglas DC-6,67,67,0,1961,07,19
,"Shemya, Alaska",Alaska Airlines,Seattle - Shemya AFB,Douglas DC-6A,6,6,0,1961,07,21
,"Budapest, Hungary",Malev Hungarian Airlines,,Douglas DC-3,27,27,3,1961,08,06
,"Sola, Norway",Cunard Eagle Airways,London - Sola,Vickers Viking 3B,39,39,0,1961,08,09
,"Near Pha Khao, Laos",Air America,,Curtiss C-46F,6,6,0,1961,08,13
,"Sondreströmfjord, Greenland",Eastern Provincial Airways,,de Havilland Canada DHC-3 Otter,6,1,0,1961,08,29
,"Near Hinsdale, Illinois",Trans World Airlines,Chicago - Las Vegas,Lockheed 049 Constellation,78,78,0,1961,09,01
,"Near Sendafar, Ethiopia",Ethiopian Airlines,Addis Ababa - Asmara,Douglas DC-3,19,5,0,1961,09,05
,"Cerro del Aernal, Costa Rica",Lineas Aéreas Costarricenses,,Douglas DC-3,2,2,0,1961,09,06
,"Surabaya, Indonesia",Garuda Indonesia Airlines,,Douglas DC-3,14,14,0,1961,12,29
,"Shannon, Ireland",President Airlines,Shannon - Gander,Douglas DC-6B,83,83,0,1961,09,10
,"Near Rabat, Morrocco",Air France,Paris - Rabat,Sud-Aviation Caravelle III,77,77,0,1961,09,12
,"Ndola, Zambia",United Nations Organization,Leopoldville - Ndola,Douglas DC-6B,16,16,0,1961,09,17
,"Chicago, Illinois",Northwest Orient Airlines,Chicago - Tampa,Lockheed 188C  Electra,37,37,0,1961,09,17
,"Ankara, Turkey",Turkish Airlines (THY),Adana - Ankara,Fokker F-27 Friendship 100,29,28,0,1961,09,23
,"Mt. Canigou, France",Derby Aviation,London - Perpignan,Douglas DC-3,34,34,0,1961,10,07
,"El Adem, Libya",Military - Royal Air Force,,Handley Page Hastings C-2,37,17,0,1961,10,10
,"Les Prevosts, Guernsey",Bristol 170 Freighter 31M,Cherboug - Les Prevosts,Silver City Airways,10,2,0,1961,11,01
,"Near Recife, Brazil",Panair do Brasil,Lisbon - Ilha do Sal - Recife,Douglas DC-7C,45,45,0,1961,11,01
,"Near Richmond, Virginia",Imperial Airways,Baltimore - Columbia SC,Lockheed C-69 Constellation,79,77,0,1961,11,08
,Off Puerto Rico,Air Haiti International,"San Juan, PR - Managua",Lockheed L-749A Constellation,3,3,0,1961,11,11
,"Campinas, Brazil",Aerolineas Argentinas,Sao Paulo - Trinidad,de Havilland Comet 4,52,52,0,1961,11,23
,Sao Tomé,Military - Força Aérea Portuguesa,,Douglas C-54 Skymaster,35,21,0,1961,11,23
,"Sydney, NSW, Australia",Ansett ANA,Sydney - Canberra,Vickers Viscount 720,15,15,0,1961,11,30
,"Mainz, Germany",Lufthansa,Training,Boeing 720-030B,3,3,0,1961,12,04
,"Chievres, Belgium",Military - Belgian Air Force,,Fairchild C-119G / Fairchild C-119,13,13,8,1961,12,12
,"Managua, Nicaragua",Lanica,,Curtiss C-46,2,2,0,1961,12,15
,"Ankara, Turkey",British European Airways,Ankara - Nicosia,de Havilland Comet 4B,34,27,0,1961,12,21
,"Old Harbor, Kodiak Island, Alaska",Kodiak Airways,Old Harbor - Kaguyak,Grumman G-21A Goose,5,1,0,1961,12,24
,"Caranavi ,Bolivia",Corporacion Boliviano de Fomento,,Curtiss C-46D,6,6,0,1962,01,22
,"Batataevka, USSR",Aeroflot,,Antonov AN-10A,13,13,0,1962,01,27
,"Near Tino Maria, Peru",Faucett,Huanuco - Pucallpa,Douglas DC-3,18,18,0,1962,02,04
,"Portlamar, Margarita Island, Venezuela",Avensa,Porlamar - Cumana,Fairchild F-27,23,23,0,1962,02,25
,"Municipio de Marulanda, Colombia",Avianca,Manizales - Bogota,Douglas C-47A,2,2,0,1962,02,25
,"Jamaica Bay, New York, New York",American Airlines,New York City - Los Angeles,Boeing B-707-123B,95,95,0,1962,03,01
,"Douala, Cameroon",Caledonian Airways,Douala - Lisboa,Douglas DC-7C,111,111,0,1962,03,04
,"Near Seymour, South Africa",South African Airways,Grahamtown - Queentown,Douglas DC-3,7,2,0,1962,03,06
,"Mt. Medetsiz, Turkey",Turkish Airlines (THY),Ankara - Adana,Fairchild F-27,11,11,0,1962,03,08
,"Rome, Italy",Societa Aerea Mediterranea,Khartoum - Rome,Douglas DC-6B,5,5,0,1962,03,08
,"Near Alencon, France",Military - U.S. Air Force,Training exercise,Lockheed C-130A Hercules,15,15,0,1962,03,08
,"Adak, Alaska",Flying Tiger Line,"Cold Bay, AK - Adak, AK",Lockheed 1049H Super Constellation,7,1,0,1962,03,15
,"Western PacifiOcean, Philippine Sea",Flying Tiger Line,"Travis AFB - Honolulu - Agana, Guam - Clark AFB -Saigon",Lockheed 1049H Super Constellation,107,107,0,1962,03,15
,Algeria,Military - French Air Force,,Nord 2501 Noratlas,11,11,0,1962,03,20
,"Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,Ilyushin IL-14,22,22,0,1962,03,27
,"Near Villavicencio, Colombia",Military - Colombian Air Force,Bogota - Araracuara - Villavicencio,Douglas C-47,31,31,0,1962,04,06
,"Serrania del Baudo, Colombia",AVISPA,Bahia Solano - Quibdo,Douglas C-47A-1,40,40,0,1962,04,22
,"Near Camona, Spain",Iberia Airlines,Barcelona - Valencia - Seville,Convair CV-440 -62,18,18,0,1962,10,12
,"Near Portsmouth, England",East Anglian Flying Services,"Jersey, Channel Islands - Portsmouth, England",Douglas C-47A,18,12,0,1962,05,06
